MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
00:26:f3:45:77:68,HOME-7768,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:40:48,2,-94,39.98348134,-75.12567526,-23.3999996185303,5,WIFI
ac:81:12:bb:be:4a,WiFiRSU_0c,[WPA2-PSK-TKIP+CCMP],2013-08-28 14:40:52,9,-91,39.9831533,-75.12603033,-22.5,8,WIFI
ec:1a:59:1f:7b:76,belkin.b76,[WPA2-PSK-CCMP][WPS][WPS],2013-08-28 14:40:54,11,-97,39.98299784,-75.12618313,-21.7000007629395,7,WIFI
ec:1a:59:1f:7b:79,belkin.b76.guests,,2013-08-28 14:40:54,11,-93,39.98299784,-75.12618313,-21.7000007629395,7,WIFI
00:26:b8:ae:e8:f8,F428L,[WEP],2013-08-28 14:40:56,1,-96,39.98283338,-75.12631502,-22.2000007629395,8,WIFI
00:21:29:cd:4f:11,Atlantis,[WPA2-PSK-TKIP],2013-08-28 14:41:00,6,-89,39.98256182,-75.12664846,-22.3999996185303,14,WIFI
310410_2968_141698044,AT&T,HSDPA;us,2013-08-28 14:41:00,0,-87,39.98256182,-75.12664846,-22.3999996185303,14,GSM
00:1c:10:f6:a3:35,PBC_Network,[WEP],2013-08-28 14:41:04,6,-94,39.98224488,-75.12698944,-22.2999992370605,11,WIFI
00:26:b8:ae:a2:7b,6N97L,[WEP],2013-08-28 14:41:10,11,-95,39.98190429,-75.1273535,-22.5,9,WIFI
00:1d:cf:44:00:70,HOME-0072,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:41:10,1,-94,39.98190429,-75.1273535,-22.5,9,WIFI
20:10:7a:ba:a8:d5,WiFiRSU_18e3a,[WPA2-PSK-CCMP],2013-08-28 14:41:12,7,-90,39.98184818,-75.12738861,-22.5,8,WIFI
310410_2965_142091141,AT&T,HSDPA;us,2013-08-28 14:41:12,0,-95,39.98184818,-75.12738861,-22.5,8,GSM
20:aa:4b:06:e9:2c,GNUPSTER,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:41:17,6,-96,39.9817305,-75.12749366,-22.7999992370605,10,WIFI
00:1e:2a:5b:4c:82,ellymae,[WPA-PSK-TKIP],2013-08-28 14:41:19,11,-94,39.98165804,-75.12757341,-22.8999996185303,12,WIFI
310410_2968_141698044,AT&T,HSDPA;us,2013-08-28 14:41:20,0,-97,39.98157978,-75.12765893,-23.1000003814697,12,GSM
06:1d:d6:c3:33:80,xfinitywifi,,2013-08-28 14:41:32,2,-90,39.98085754,-75.12833775,-26.1000003814697,9,WIFI
00:1d:d6:c3:33:80,HOME-3382,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:41:32,2,-89,39.98085754,-75.12833775,-26.1000003814697,9,WIFI
f8:e4:fb:20:7b:3f,H6B25,[WPA2-PSK-CCMP],2013-08-28 14:41:34,11,-98,39.98078581,-75.12839515,-26.2999992370605,8,WIFI
70:73:cb:bc:92:79,LBIC_POS,[WPA2-PSK-CCMP],2013-08-28 14:41:34,1,-94,39.98078581,-75.12839515,-26.2999992370605,8,WIFI
f8:e4:fb:00:cd:cd,NN642,[WPA2-PSK-CCMP],2013-08-28 14:41:34,11,-93,39.98078581,-75.12839515,-26.2999992370605,8,WIFI
310410_2982_141698044,AT&T,HSDPA;us,2013-08-28 14:41:39,0,-91,39.98069637,-75.1284976,-25.1000003814697,8,GSM
00:21:29:a7:aa:e6,getyourgrooveon,[WPA-PSK-TKIP][WPS][WPS],2013-08-28 14:41:41,6,-96,39.98065931,-75.12856519,-24.8999996185303,11,WIFI
ee:3e:fc:8a:05:b0,xfinitywifi,,2013-08-28 14:41:45,1,-98,39.98051516,-75.12867083,-24.8999996185303,10,WIFI
e8:3e:fc:8a:05:b0,9142455068,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:41:45,1,-96,39.98051516,-75.12867083,-24.8999996185303,10,WIFI
00:1f:90:dc:a5:90,QWNM4,[WEP],2013-08-28 14:41:45,11,-96,39.98051516,-75.12867083,-24.8999996185303,10,WIFI
310410_2982_142091141,AT&T,HSDPA;us,2013-08-28 14:41:45,0,-91,39.98051516,-75.12867083,-24.8999996185303,10,GSM
00:26:62:a8:da:3b,EI6L6,[WEP],2013-08-28 14:41:51,1,-90,39.98028671,-75.12895446,-25.6000003814697,10,WIFI
9c:d3:6d:b0:67:90,Christopher,[WPS][WPS][WEP],2013-08-28 14:41:53,6,-89,39.98019564,-75.12909091,-26,8,WIFI
cc:a4:62:b0:08:c0,HOME-08C2,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:41:55,1,-93,39.98009438,-75.12920494,-25.6000003814697,8,WIFI
00:26:b8:51:60:ac,B3B63,[WEP],2013-08-28 14:41:57,6,-96,39.97994645,-75.12927553,-26,10,WIFI
310410_2982_141698044,AT&T,HSDPA;us,2013-08-28 14:42:01,0,-87,39.97969633,-75.12958972,-25.3999996185303,9,GSM
00:26:b8:b2:2b:04,2ZRJL,[WEP],2013-08-28 14:42:03,6,-96,39.97957807,-75.12968904,-25,8,WIFI
00:7f:28:34:1c:bb,DX2V6,[WPA2-PSK-CCMP],2013-08-28 14:42:07,1,-96,39.97931603,-75.12992052,-25.2999992370605,8,WIFI
00:26:62:c7:6f:00,95XHN,[WEP],2013-08-28 14:42:07,11,-90,39.97931603,-75.12992052,-25.2999992370605,8,WIFI
00:18:01:fe:37:66,JHOK7,[WEP],2013-08-28 14:42:09,11,-99,39.97921397,-75.13003494,-25.3999996185303,7,WIFI
00:7f:28:c4:fc:59,Pecant,[WPA-PSK-CCMP][WPA2-PSK-CCMP],2013-08-28 14:42:09,6,-95,39.97921397,-75.13003494,-25.3999996185303,7,WIFI
00:26:b8:b4:de:ed,XL2SL,[WEP],2013-08-28 14:42:09,11,-90,39.97921397,-75.13003494,-25.3999996185303,7,WIFI
de:ad:be:ef:d0:0d,mesh0,[IBSS],2013-08-28 14:42:11,3,-93,39.97911331,-75.13010674,-24.8999996185303,7,WIFI
a0:f3:c1:cf:a8:b6,Project.Phree,,2013-08-28 14:42:13,3,-92,39.97897932,-75.13017206,-22.3999996185303,8,WIFI
00:26:f2:0c:de:04,Black Jammer,[WPA-PSK-TKIP],2013-08-28 14:42:19,1,-95,39.97883104,-75.13033073,-22.2999992370605,6,WIFI
310410_2982_141893481,AT&T,HSDPA;us,2013-08-28 14:42:24,0,-89,39.97881105,-75.13029409,-22.3999996185303,5,GSM
